strategy,NSE,KGE,RMSE,FNR,PBIAS,eta,FNR_low,FNR_high,NSE_low,NSE_high,KGE_low,KGE_high,RMSE_low,RMSE_high,PBIAS_low,PBIAS_high
S1-LSTM,0.49442453918175555,0.5807755985083596,217.33960783146844,0.6503496503496503,-17.753557741328283,,0.5691878151538632,0.7236450152016745,0.12105757729082903,0.6771316644095734,0.3289568580530221,0.7521903181436611,127.3666135540442,311.61860298110196,-43.1599010886413,23.371903365853566
S2-LSTM+XGB+Human,0.6790416590403637,0.7662571587650907,173.16902794940023,0.34965034965034963,-3.5904707570595313,0.44490075290896647,0.27635498479832554,0.4308121848461367,0.3103667788650434,0.823559161095731,0.4724884115039367,0.8491870281851946,99.56064204248771,243.97797696445082,-27.96853656919513,38.00127912151084
