held_out_year,tau_low,tau_normal,tau_flood
2002,0.016633538529276848,0.4530332088470459,1.2089952230453491
2003,0.016497712582349777,0.45792967081069946,0.8198709487915039
2004,0.01601528748869896,0.4474240243434906,1.3113129138946533
2005,0.01590716280043125,0.518904983997345,1.208979845046997
2006,0.0160807017236948,0.4755600392818451,1.2144147157669067
2007,0.016132261604070663,0.4922395348548889,1.311362862586975
