date,P,PET,Q,P7d,P30d,P90d,ASM,regime,Q_lstm
1965-03-20,0.1521,4.32390993833542,0.003000000026077,5.3258,13.143799999999999,42.939,0.9863222404836092,low,
1965-03-21,0.0,5.39324535056949,0.003000000026077,1.6803,13.143799999999999,42.939,0.9862582101576707,low,
1965-03-22,0.0,5.22093584947288,0.0020000000949949,1.0211000000000001,13.143799999999999,42.939,0.9862061354160483,low,
1965-03-23,0.8786,5.13323882035911,0.0020000000949949,1.8997000000000002,14.0224,43.8176,0.98620575648052,low,
1965-03-24,0.0,5.67392761074007,0.0020000000949949,1.8997000000000002,14.0224,43.8176,0.9861332904817653,low,
1965-03-25,0.0,5.46624642983079,0.0010000000474974,1.8839000000000001,13.808,43.8176,0.9860749988853102,low,
1965-03-26,0.0,5.29881680943072,0.0010000000474974,1.0307,12.5807,43.8176,0.9860281280176483,low,
1965-03-27,2.8642,5.81466786935925,0.0010000000474974,3.7428,15.4449,46.681799999999996,0.9861029069778345,low,
1965-03-28,0.0,5.27675390057266,0.0,3.7428,15.4449,46.681799999999996,0.9860557615967545,low,
1965-03-29,0.4823,5.52757929079235,0.0,4.2251,15.927200000000001,47.1641,0.9860227333962006,low,
1965-03-30,0.0,5.88584388047457,0.0,3.3465,15.927200000000001,47.1641,0.9859486522884681,low,
1965-03-31,0.0,4.96009125001729,0.0,3.3465,15.927200000000001,47.1641,0.9859253074743,low,
1965-04-01,0.0,6.13697720132768,0.0,3.3465,15.927200000000001,47.1641,0.9858433390036296,low,
1965-04-02,0.0,5.64764933101833,0.0,3.3465,15.927200000000001,47.1641,0.985790328929002,low,
1965-04-03,0.0,5.06642496958375,0.0,0.4823,15.927200000000001,47.1641,0.9857694980698827,low,
1965-04-04,0.0,5.76957496069372,0.0,0.4823,15.927200000000001,47.1641,0.9857139856925383,low,
1965-04-05,1.1981,4.92979281023145,0.0,1.1981,17.1253,48.3622,0.9857647821626202,low,
1965-04-06,3.3144,4.80942788161337,0.0,4.5125,20.439700000000002,51.4155,0.9859266710627671,low,
1965-04-07,3.2733,4.80825220048428,0.0,7.7858,21.4052,54.5965,0.9860784371898063,low,
1965-04-08,0.8803,3.93106846977025,0.0,8.6661,22.2855,55.4768,0.986145604987011,low,
1965-04-09,0.355,3.90738383959979,0.0,9.0211,22.6405,55.8318,0.9861839301637185,low,
1965-04-10,0.4212,6.43045199103653,0.0,9.4423,22.3294,56.253,0.9860955195517642,low,
1965-04-11,0.3876,5.95491824112833,0.0,9.8299,20.0923,56.6406,0.9860339816165863,low,
1965-04-12,0.6697,6.53312764130533,0.0,9.3015,20.0505,57.3103,0.9859604769397509,low,
1965-04-13,2.6156,4.75881359912455,0.0,8.6027,19.0206,59.9259,0.9860796504627191,low,
1965-04-14,2.142,4.2700412850827,0.0,7.4714,20.5034,61.450199999999995,0.9861936361287235,low,
1965-04-15,9.0424,5.2327992785722,0.0,15.633500000000002,29.5458,70.4926,0.9866035804099588,low,
1965-04-16,2.7568,4.37316116504371,0.0,18.0353,32.3026,73.2494,0.9867173651420862,low,
1965-04-17,1.8761,4.17808151431382,0.0529999993741512,19.4902,34.1629,75.1255,0.9867906281580598,low,
1965-04-18,4.7864,5.4644955098629,0.7519999742507935,23.889000000000003,38.0961,79.9119,0.9869427284567436,low,
1965-04-19,4.1117,2.76486130524427,0.8899999856948853,27.331000000000003,42.0557,84.0236,0.9871900991573942,low,
1965-04-20,0.715,5.24755455926061,0.5730000138282776,25.430400000000002,42.770700000000005,84.7386,0.9871264027130757,low,
1965-04-21,1.4737,4.48017046973109,0.503000020980835,24.7621,44.244400000000006,86.2123,0.98714342276414,low,
1965-04-22,11.3862,4.89894512109458,0.5260000228881836,27.105900000000002,54.751999999999995,97.5985,0.9876419141275973,low,
1965-04-23,3.3372,3.9372648363933,0.4289999902248382,27.6863,58.0892,100.9357,0.9877554144235555,low,
1965-04-24,7.3261,4.01437901891768,0.4539999961853027,33.136300000000006,65.4153,108.26180000000001,0.9880619753455494,low,
1965-04-25,12.0045,3.29228380322456,0.5559999942779541,40.3544,77.4198,120.2663,0.9886275767394528,low,
1965-04-26,13.3763,4.62451593577862,0.5329999923706055,49.619,87.9319,133.64260000000002,0.9891669082824867,low,
1965-04-27,1.3163,4.41990113072097,0.5759999752044678,50.2203,89.2482,134.9589,0.9890769683973416,low,
1965-04-28,0.0,3.75083307456225,0.5889999866485596,48.7466,88.7659,134.9589,0.9889586433239599,low,
1965-04-29,1.5163,4.00181821919978,0.5450000166893005,38.8767,90.2822,136.4752,0.9889105179723024,low,
1965-04-30,3.7798,4.65379763953388,0.4720000028610229,39.3193,94.06200000000001,140.255,0.9889466711046683,low,
1965-05-01,0.5012,3.40408321935683,0.4160000085830688,32.4944,94.56320000000001,140.7562,0.9888779404165617,low,
1965-05-02,6.4381,4.71611453965306,0.363999992609024,26.928,101.00130000000001,147.1943,0.9890476095976949,low,
1965-05-03,8.9689,3.8963966248557,0.324999988079071,22.5206,109.9702,155.14999999999998,0.9893790161232588,low,
1965-05-04,0.0,4.36111463047564,0.4440000057220459,21.204300000000003,109.9702,155.14999999999998,0.9892145837206313,low,
1965-05-05,0.8269,5.03396397083998,0.4339999854564667,22.031200000000002,109.59899999999999,155.9769,0.9890661993780253,low,
1965-05-06,1.1121,4.93323501013219,0.3409999907016754,21.627000000000002,107.39670000000001,157.089,0.9889448411131756,low,
1965-05-07,0.3136,4.54099814034998,0.2430000007152557,18.1608,104.437,157.40259999999998,0.9888089108371713,low,
1965-05-08,6.8254,3.09703850373626,0.2269999980926513,24.485,110.38210000000001,162.2638,0.9890839640789274,low,
1965-05-09,3.9133,4.7706371769309,0.2080000042915344,21.9602,113.9404,166.17710000000002,0.9891122913295307,low,
1965-05-10,0.0,4.80999865010381,0.1710000038146972,12.9913,113.5192,165.6826,0.9889383899166442,low,
1965-05-11,0.3006,4.69619916006923,0.1280000060796737,13.2919,113.4322,156.02980000000002,0.9887942368610735,low,
1965-05-12,3.2327,4.36005192063749,0.1199999973177909,15.697700000000001,115.99520000000001,150.5388,0.98882333255558,low,
1965-05-13,4.0463,5.17529059015214,0.1120000034570694,18.6319,117.42590000000001,154.5851,0.9888508902138613,low,
1965-05-14,6.3732,4.16578104905784,0.1319999992847442,24.691499999999998,121.65710000000001,157.5123,0.989046574026303,low,
1965-05-15,0.0953,3.72215045895427,0.123999997973442,17.9614,112.71,156.5309,0.9889360675246607,low,
1965-05-16,0.1784,5.16603280045092,0.1199999973177909,14.2265,110.13159999999999,155.82,0.9887619527187836,low,
1965-05-17,10.5742,4.50104914978147,0.1080000028014183,24.8007,118.8297,166.39419999999998,0.9891584793085517,low,
1965-05-18,2.0742,4.64222617074847,0.1019999980926513,26.5743,116.1175,168.4684,0.9890961703968194,low,
1965-05-19,4.0459,3.02678095642477,0.0780000016093254,27.387499999999996,116.0517,171.2512,0.9892192194245616,low,
1965-05-20,0.2484,4.547612240538,0.0549999997019767,23.589599999999997,115.5851,171.49960000000002,0.9890659217660505,low,
1965-05-21,0.198,5.05828231945634,0.0520000010728836,17.414399999999997,114.30940000000001,171.69760000000002,0.9888917842034214,low,
1965-05-22,4.6469,5.59447393007576,0.050000000745058,21.966,107.5701,176.3445,0.988925136030401,low,
1965-05-23,0.19,5.08291419968009,0.0399999991059303,21.9776,104.4229,176.5345,0.9887563799138825,low,
1965-05-24,1.8998,5.06892854906619,0.0299999993294477,13.303199999999999,98.9966,178.2199,0.9886836373708622,low,
1965-05-25,7.3685,2.99363088142127,0.0289999991655349,18.597499999999997,94.3606,184.3611,0.9889977996697611,low,
1965-05-26,2.8909,5.16346425935626,0.0280000008642673,17.4425,83.8752,187.25199999999998,0.9889585354831538,low,
1965-05-27,8.2461,4.44978459738195,0.0199999995529651,25.440199999999997,90.805,195.4981,0.9892295598450035,low,
1965-05-28,16.3317,3.50227742921561,0.0109999999403953,41.5739,107.1367,211.82979999999998,0.9899459539076321,low,
1965-05-29,7.3109,4.57711260020733,0.0099999997764825,44.23790000000001,112.93130000000001,219.14069999999998,0.9901136263295114,low,
1965-05-30,3.3926,4.65961055085063,0.0099999997764825,47.4405,112.5441,222.5333,0.9900696572880565,low,
1965-05-31,2.5326,2.15189335029572,0.0089999996125698,48.0733,114.57549999999999,225.0659,0.9901115978600323,low,
1965-06-01,0.8747,3.9666633522138,0.0089999996125698,41.5795,109.01209999999999,225.9406,0.9899750147455,low,
1965-06-02,0.5553,3.33066761493683,0.0080000003799796,39.243900000000004,100.5985,226.49589999999998,0.9898613452196537,low,
1965-06-03,3.0416,4.65553997084498,0.0080000003799796,34.03940000000001,103.6401,229.5375,0.9898123647184349,low,
1965-06-04,1.905,5.10877422057092,0.0080000003799796,19.6127,104.71820000000001,231.4425,0.989685062785207,low,
1965-06-05,1.2115,4.78882377967238,0.0080000003799796,13.5133,104.8176,232.654,0.9895451480151657,low,
1965-06-06,3.4138,4.96118309907615,0.0070000002160668,13.534500000000001,107.9178,233.76,0.989515358751164,low,
1965-06-07,1.0072,3.68278520833701,0.006000000052154,12.0091,102.0996,234.7672,0.9894297414029208,low,
1965-06-08,3.0995,4.5525202639401,0.006000000052154,14.233900000000002,101.28580000000001,237.8667,0.9894105165097438,low,
1965-06-09,6.3041,2.78218336962163,0.006000000052154,19.9827,107.5899,243.4385,0.9896450011756609,low,
1965-06-10,9.6696,4.38194354064763,0.0080000003799796,26.6107,116.9589,250.48340000000002,0.9899574688296973,low,
1965-06-11,3.4131,3.53523594792932,0.0080000003799796,28.1188,117.13929999999999,253.185,0.9899794722454729,low,
1965-06-12,3.1174,2.85894665308297,0.0099999997764825,30.0247,116.21039999999999,252.6569,0.9900197110729623,low,
1965-06-13,4.6617,2.33016078080982,0.0099999997764825,31.2726,114.49889999999999,256.6594,0.9901632596889859,low,
1965-06-14,0.8725,3.18543874006718,0.0089999996125698,31.1379,115.2761,257.5319,0.9900636713031484,low,
1965-06-15,13.44,4.19304684177041,0.0080000003799796,41.4784,128.5377,270.9719,0.990556354849938,low,
1965-06-16,16.2867,3.6968707004562,0.0080000003799796,51.461,134.2502,287.2428,0.9911942367877264,low,
1965-06-17,7.4079,3.05272767040879,0.0080000003799796,49.1993,139.5839,293.79749999999996,0.9913818684336987,low,
1965-06-18,4.072,3.67439874168485,0.0270000007003545,49.8582,139.60999999999999,297.7174,0.9913590567675913,low,
1965-06-19,9.2802,3.52341257501394,0.2230000048875808,56.021,148.6418,306.99760000000003,0.9916096555244163,low,
1965-06-20,10.115,3.70838094409555,0.5590000152587891,61.4743,158.55880000000002,317.11260000000004,0.9918807386012429,low,
1965-06-21,2.209,3.47196028754115,7.13700008392334,62.8108,156.1209,318.443,0.9917486197170979,normal,
1965-06-22,14.1991,4.21828575618565,4.340000152587891,63.569900000000004,170.13,332.6421,0.9921943391608183,normal,
1965-06-23,5.0291,2.81436275132,9.58199977874756,52.31230000000001,173.2593,337.6712,0.9922232223270941,normal,
1965-06-24,6.7654,3.33700203802437,21.959999084472656,51.669799999999995,172.6562,344.4366,0.992312320549253,normal,
1965-06-25,8.2611,2.43549964483827,21.84000015258789,55.858900000000006,178.0264,349.8335,0.9925187521115135,normal,
1965-06-26,8.3364,2.97797480691224,21.68000030517578,54.915099999999995,178.1167,358.16990000000004,0.992691127576557,normal,
1965-06-27,5.8744,4.08033675141633,19.450000762939453,50.6745,167.6594,363.562,0.9926737992631215,normal,
1965-06-28,3.7648,3.80332895275205,15.470000267028809,52.2303,164.1133,367.3268,0.9925642337542417,normal,
1965-06-29,5.2784,3.08984272554517,26.290000915527344,43.309599999999996,165.9991,372.6052,0.9925732921349084,normal,
1965-06-30,5.3646,3.44716268498451,43.7400016784668,43.645100000000006,168.83110000000002,377.9698,0.9925681235298122,normal,
1965-07-01,4.0712,3.53684312105179,24.61000061035156,40.9509,172.02759999999998,382.041,0.9924929468859944,normal,
1965-07-02,3.4161,2.37056446447968,36.13999938964844,36.1059,174.8884,385.4571,0.992447499161339,normal,
1965-07-03,7.2823,2.73712273314595,43.16999816894531,35.0518,179.12910000000002,392.73940000000005,0.9925821207613524,normal,
1965-07-04,2.7574,3.53337803017348,38.68999862670898,31.9348,179.9815,394.2987,0.992439673574427,normal,
1965-07-05,2.0449,3.91320894192904,32.81999969482422,30.214900000000004,180.81490000000002,393.0292,0.9922488536114086,normal,
1965-07-06,2.3235,2.940599065274,33.540000915527344,27.26,179.7246,392.0794,0.9921311415206638,normal,
1965-07-07,7.9313,3.12762477342039,32.09000015258789,29.826700000000002,186.6487,399.1304,0.9922947138172558,normal,
1965-07-08,2.415,3.47367253806442,48.95000076293945,28.1705,185.9642,401.1904,0.992152274873676,normal,
1965-07-09,7.4231,2.96037729270756,114.8000030517578,32.1775,187.0832,408.19230000000005,0.9922974686397711,normal,
1965-07-10,5.2209,3.29692214168608,61.02999877929688,30.116100000000003,182.6345,413.0256,0.9923064234973239,normal,
1965-07-11,2.4683,2.92260879930109,52.61000061035156,29.827,181.6897,414.8242,0.9921941033619806,normal,
1965-07-12,12.0267,3.18904252815992,52.43000030517578,39.8088,190.599,424.2353,0.9925594713144598,normal,
1965-07-13,11.8926,2.84726904332638,55.41999816894531,49.377900000000004,197.82989999999998,433.9859,0.9929171215806828,normal,
1965-07-14,13.51,3.35745146032423,161.8000030517578,54.9566,210.4674,438.4535,0.9933131407763288,normal,
1965-07-15,11.212,3.33265130408108,212.3999938964844,63.7536,208.2394,446.9087,0.9935738706268946,normal,
1965-07-16,8.575,3.79713584762067,290.20001220703125,64.9055,200.52769999999998,453.6076,0.9936639951539542,normal,
1965-07-17,19.4774,2.77321907225996,246.0,79.162,212.59720000000002,468.2986,0.9943555219368038,normal,
1965-07-18,3.9964,3.57227735873312,241.6999969482422,80.6901,212.5216,468.18330000000003,0.9941853749965192,normal,
1965-07-19,1.4184,3.1448799977079,222.6000061035156,70.0818,204.6598,468.88669999999996,0.9939144754862755,normal,
1965-07-20,7.6462,2.82898805011064,186.0,65.83539999999999,202.19099999999997,475.0592,0.9939895688086872,normal,
1965-07-21,13.2347,2.94234733935446,171.8000030517578,65.5601,213.21669999999997,476.9077,0.9943390682970324,normal,
1965-07-22,2.0586,3.33867403399199,238.1000061035156,56.4067,201.0762,475.6291,0.9940831634757488,normal,
1965-07-23,4.2871,2.24563390668482,243.0,52.1188,200.3342,472.5901,0.9940088025020625,normal,
1965-07-24,9.426,2.5063446983695,273.1000061035156,42.0674,202.9948,470.0116,0.9941859926905429,normal,
1965-07-25,9.1415,2.25325996149331,244.6999969482422,47.2125,203.8752,465.7768,0.9943527273383389,normal,
1965-07-26,9.7898,2.56996364891529,263.20001220703125,55.5839,205.3286,474.2503,0.9945279717808183,normal,
1965-07-27,5.2862,2.5466196546331,258.20001220703125,53.2239,204.7404,479.5365,0.9944668376157323,normal,
1965-07-28,8.2795,2.61523308325559,261.6000061035156,48.268699999999995,209.25509999999997,486.2997,0.9945573468881134,normal,
1965-07-29,4.429,2.38426662795246,314.1000061035156,50.6391,208.4057,486.9489,0.9944594427357017,normal,
1965-07-30,8.2421,2.65577189717442,352.70001220703125,54.594100000000005,211.2832,494.68980000000005,0.9945463621231955,normal,
1965-07-31,6.8715,3.12916036974639,319.0,52.0396,214.08350000000002,495.1232,0.9945352529503227,normal,
1965-08-01,1.5442,2.04684258438647,384.7000122070313,44.4423,212.2116,487.69849999999997,0.9943090357769684,normal,
1965-08-02,13.1761,3.01636245381087,423.1000061035156,47.8286,218.10539999999997,500.8746,0.9946358244954288,normal,
1965-08-03,8.0551,2.91487757395953,544.7999877929688,50.5975,223.4031,508.1028,0.9946912606968255,normal,
1965-08-04,8.7926,2.9749246193096,535.5,51.110600000000005,230.15079999999998,515.7833,0.9947783426287231,normal,
1965-08-05,1.4137,3.33463190030307,467.2000122070313,48.0953,229.24099999999999,516.8833999999999,0.9944679157390721,normal,
1965-08-06,2.2562,2.33992630150169,407.2999877929688,42.1094,223.5659,512.3142,0.994266348185567,normal,
1965-08-07,1.0032,2.4555853838101,354.29998779296875,36.2411,222.1541,509.4041,0.9940053252079146,normal,
1965-08-08,4.127,3.22454742807895,358.79998779296875,38.823899999999995,218.858,513.5311,0.9938769893336751,normal,
1965-08-09,10.7345,3.14110988937318,394.7000122070313,36.3823,224.3716,523.965,0.9940949988232628,normal,
1965-08-10,6.0267,3.45090693142265,419.0,34.3539,227.93,526.759,0.9940471922038951,normal,
1965-08-11,8.4013,2.22491833567619,449.1000061035156,33.9626,224.3046,531.114,0.9941847013913122,normal,
1965-08-12,9.8882,2.80652919411659,461.2000122070313,42.4371,222.30020000000002,534.629,0.9943613277237806,normal,
1965-08-13,16.3097,3.73407432530075,491.2000122070313,56.4906,225.0999,550.8434000000001,0.9948082394122938,normal,
1965-08-14,7.6822,3.34559952188283,684.5999755859375,63.1696,221.5701,558.3472,0.994814227396646,flood,
1965-08-15,3.4514,2.39821835700423,717.5,62.494,216.44650000000001,551.2244000000001,0.9946531041017928,flood,
1965-08-16,4.0334,3.9063312523067,711.0999755859375,55.7929,201.0025,553.1836,0.9944529864304922,flood,
1965-08-17,4.2657,2.64988088607788,612.9000244140625,54.03189999999999,201.2718,553.4034,0.9943385096012841,flood,
1965-08-18,3.0488,3.9502791557461,482.8999938964844,48.679399999999994,202.90220000000002,556.2038,0.9941018669722996,normal,
1965-08-19,7.8524,3.75022684037685,422.7999877929688,46.6436,203.10840000000002,563.8582,0.9941312636568043,normal,
1965-08-20,7.3862,3.09296752791852,502.2000122070313,37.7201,197.25990000000002,566.5975000000001,0.9941688971466263,normal,
1965-08-21,3.1749,3.67479394935071,492.7999877929688,33.2128,198.3762,569.5824,0.9939611374060066,normal,
1965-08-22,8.3414,2.5419743238017,412.8999938964844,38.1028,202.4305,576.024,0.9940837983385137,normal,
1965-08-23,9.4949,2.5631786743179,430.7000122070313,43.564299999999996,202.4994,578.1504,0.9942578517413878,normal,
1965-08-24,13.0747,3.18184573948383,371.2000122070313,52.3733,206.4326,588.3342,0.9945736408362514,normal,
1965-08-25,4.8087,2.25811717938632,435.0,54.1332,201.4515,584.8968,0.9945006213265851,normal,
1965-08-26,12.9388,3.32745313178748,579.9000244140625,59.2196,209.10410000000002,581.5039,0.9947899701489367,normal,
1965-08-27,6.107,2.96522186044604,654.5999755859375,57.9404,206.93160000000003,580.3,0.994736169453186,flood,
1965-08-28,10.9988,3.06136482115835,651.2000122070312,65.7643,213.50140000000002,587.9062,0.9949286989145076,flood,
1965-08-29,12.8164,3.72310293931514,776.2999877929688,70.2393,218.07569999999998,598.19,0.9951703246863001,flood,
1965-08-30,7.5721,2.24465873744339,876.5,68.3165,218.7763,604.8874,0.9952085474049053,flood,
1965-08-31,3.1436,2.06752058770508,820.2999877929688,58.385400000000004,220.3757,607.4757,0.995028871415369,flood,
1965-09-01,6.8644,3.28842139989138,788.2999877929688,60.4411,214.064,611.2985,0.9949851849179243,flood,
1965-09-02,12.5604,3.18890405353159,793.0,60.0627,218.5693,621.9539,0.9952381200963553,flood,
