tau,coverage,risk,strategy
0.03847092637961562,0.3189596167008898,0.34965034965034963,S2-XGB
0.03994110740721226,0.32854209445585214,0.6503496503496503,S1-LSTM
0.03994110740721226,0.32854209445585214,0.0,S2-Oracle
0.03994110740721226,0.32854209445585214,0.34965034965034963,S2-XGB
0.040781973031434146,0.3394934976043806,0.6503496503496503,S1-LSTM
0.040781973031434146,0.3394934976043806,0.0,S2-Oracle
0.040781973031434146,0.3394934976043806,0.34965034965034963,S2-XGB
0.041575833477757194,0.34976043805612594,0.6503496503496503,S1-LSTM
0.041575833477757194,0.34976043805612594,0.0,S2-Oracle
0.041575833477757194,0.34976043805612594,0.34965034965034963,S2-XGB
0.04301493311470205,0.3586584531143053,0.6503496503496503,S1-LSTM
0.04301493311470205,0.3586584531143053,0.0,S2-Oracle
0.04301493311470205,0.3586584531143053,0.34965034965034963,S2-XGB
0.044040408649227834,0.36892539356605064,0.6503496503496503,S1-LSTM
0.044040408649227834,0.36892539356605064,0.0,S2-Oracle
0.044040408649227834,0.36892539356605064,0.34965034965034963,S2-XGB
0.04551475237716328,0.378507871321013,0.6503496503496503,S1-LSTM
0.04551475237716328,0.378507871321013,0.0,S2-Oracle
0.04551475237716328,0.378507871321013,0.34965034965034963,S2-XGB
0.04646408269351179,0.38809034907597534,0.6503496503496503,S1-LSTM
0.04646408269351179,0.38809034907597534,0.0,S2-Oracle
0.04646408269351179,0.38809034907597534,0.34965034965034963,S2-XGB
0.04762647626074878,0.39698836413415467,0.6503496503496503,S1-LSTM
0.04762647626074878,0.39698836413415467,0.0,S2-Oracle
0.04762647626074878,0.39698836413415467,0.34965034965034963,S2-XGB
0.048512999909845256,0.4079397672826831,0.6503496503496503,S1-LSTM
0.048512999909845256,0.4079397672826831,0.0,S2-Oracle
0.048512999909845256,0.4079397672826831,0.34965034965034963,S2-XGB
0.04971019841053269,0.41752224503764546,0.6503496503496503,S1-LSTM
0.04971019841053269,0.41752224503764546,0.0,S2-Oracle
0.04971019841053269,0.41752224503764546,0.34965034965034963,S2-XGB
0.05062214070423083,0.4271047227926078,0.6503496503496503,S1-LSTM
0.05062214070423083,0.4271047227926078,0.0,S2-Oracle
0.05062214070423083,0.4271047227926078,0.34965034965034963,S2-XGB
0.05142711460590363,0.4380561259411362,0.6503496503496503,S1-LSTM
0.05142711460590363,0.4380561259411362,0.0,S2-Oracle
0.05142711460590363,0.4380561259411362,0.34965034965034963,S2-XGB
0.052869053184986116,0.4483230663928816,0.6503496503496503,S1-LSTM
0.052869053184986116,0.4483230663928816,0.0,S2-Oracle
0.052869053184986116,0.4483230663928816,0.34965034965034963,S2-XGB
0.054618208367716185,0.45516769336071183,0.6503496503496503,S1-LSTM
0.054618208367716185,0.45516769336071183,0.0,S2-Oracle
0.054618208367716185,0.45516769336071183,0.34965034965034963,S2-XGB
0.055855593667788944,0.46406570841889117,0.6503496503496503,S1-LSTM
0.055855593667788944,0.46406570841889117,0.0,S2-Oracle
0.055855593667788944,0.46406570841889117,0.34965034965034963,S2-XGB
0.05740429271351208,0.4750171115674196,0.6503496503496503,S1-LSTM
0.05740429271351208,0.4750171115674196,0.0,S2-Oracle
0.05740429271351208,0.4750171115674196,0.34965034965034963,S2-XGB
0.059103582867167215,0.487337440109514,0.6503496503496503,S1-LSTM
0.059103582867167215,0.487337440109514,0.0,S2-Oracle
0.059103582867167215,0.487337440109514,0.34965034965034963,S2-XGB
0.06042821536009962,0.5003422313483915,0.6503496503496503,S1-LSTM
0.06042821536009962,0.5003422313483915,0.0,S2-Oracle
0.06042821536009962,0.5003422313483915,0.34965034965034963,S2-XGB
0.061975623091513464,0.5119780971937029,0.6503496503496503,S1-LSTM
0.061975623091513464,0.5119780971937029,0.0,S2-Oracle
0.061975623091513464,0.5119780971937029,0.34965034965034963,S2-XGB
0.06405057172883641,0.5222450376454483,0.6503496503496503,S1-LSTM
0.06405057172883641,0.5222450376454483,0.0,S2-Oracle
0.06405057172883641,0.5222450376454483,0.34965034965034963,S2-XGB
0.06534615336494014,0.5318275154004107,0.6503496503496503,S1-LSTM
0.06534615336494014,0.5318275154004107,0.0,S2-Oracle
0.06534615336494014,0.5318275154004107,0.34965034965034963,S2-XGB
0.0672185712510889,0.5427789185489391,0.6503496503496503,S1-LSTM
0.0672185712510889,0.5427789185489391,0.0,S2-Oracle
0.0672185712510889,0.5427789185489391,0.34965034965034963,S2-XGB
0.06892262324690823,0.5523613963039015,0.6503496503496503,S1-LSTM
0.06892262324690823,0.5523613963039015,0.0,S2-Oracle
0.06892262324690823,0.5523613963039015,0.34965034965034963,S2-XGB
0.0717026895555583,0.5619438740588638,0.6503496503496503,S1-LSTM
0.0717026895555583,0.5619438740588638,0.0,S2-Oracle
0.0717026895555583,0.5619438740588638,0.34965034965034963,S2-XGB
0.07377723716876726,0.5701574264202601,0.6503496503496503,S1-LSTM
0.07377723716876726,0.5701574264202601,0.0,S2-Oracle
0.07377723716876726,0.5701574264202601,0.34965034965034963,S2-XGB
0.07799931854009629,0.5831622176591376,0.6503496503496503,S1-LSTM
0.07799931854009629,0.5831622176591376,0.0,S2-Oracle
0.07799931854009629,0.5831622176591376,0.34965034965034963,S2-XGB
0.08145107406106865,0.5920602327173169,0.6503496503496503,S1-LSTM
0.08145107406106865,0.5920602327173169,0.0,S2-Oracle
0.08145107406106865,0.5920602327173169,0.34965034965034963,S2-XGB
0.08482621921734378,0.6036960985626283,0.6503496503496503,S1-LSTM
0.08482621921734378,0.6036960985626283,0.0,S2-Oracle
0.08482621921734378,0.6036960985626283,0.34965034965034963,S2-XGB
0.09337604289705105,0.6132785763175906,0.6503496503496503,S1-LSTM
0.09337604289705105,0.6132785763175906,0.0,S2-Oracle
0.09337604289705105,0.6132785763175906,0.34965034965034963,S2-XGB
0.09768334933302622,0.6249144421629022,0.6503496503496503,S1-LSTM
0.09768334933302622,0.6249144421629022,0.006993006993006993,S2-Oracle
0.09768334933302622,0.6249144421629022,0.34965034965034963,S2-XGB
0.10385081701657993,0.6344969199178645,0.6503496503496503,S1-LSTM
0.10385081701657993,0.6344969199178645,0.006993006993006993,S2-Oracle
0.10385081701657993,0.6344969199178645,0.34965034965034963,S2-XGB
0.11016776185144078,0.6440793976728268,0.6503496503496503,S1-LSTM
0.11016776185144078,0.6440793976728268,0.006993006993006993,S2-Oracle
0.11016776185144078,0.6440793976728268,0.34965034965034963,S2-XGB
0.11665709228678182,0.6543463381245722,0.6503496503496503,S1-LSTM
0.11665709228678182,0.6543463381245722,0.013986013986013986,S2-Oracle
