date,Q_lstm,w_t,P,PET,P7d,P30d,P90d,ASM,BF_proxy,delta_Q,sin_month,cos_month
2008-10-23,-47.72432,-26.813232,3.86422,4.1354127,-89.150764,-11.449786,9.855511,-74.322105,-122.49615,-41.82513,2.8655608,-8.625605
2008-10-24,-41.963314,-28.611422,1.9600152,-5.160087,-85.613754,-16.145378,1.4301924,-74.79587,-129.38416,-45.171886,3.0394855,-9.115742
2008-10-25,-37.806522,-31.085058,2.0162606,-4.242478,-75.41278,-19.5971,1.2875556,-77.46177,-130.10104,-6.8033595,2.4264286,-9.2700405
2008-10-26,-38.27371,-31.616741,3.5282986,-3.786573,-75.98336,-18.384735,-0.058876406,-74.58914,-131.54138,-0.21175861,2.5808609,-8.872227
2008-10-27,-35.450375,-30.457888,3.446148,-5.2442265,-76.0691,-15.879165,3.2136164,-69.495415,-83.479126,-53.348705,2.5770967,-8.768134
2008-10-28,-37.890884,-29.43812,3.8432379,3.3385415,-78.43182,-14.402218,4.239563,-66.35057,-83.88553,-52.816822,2.4719212,-8.63654
2008-10-29,-39.58623,-35.636795,3.3226547,-5.298977,-66.07207,-13.882037,3.2967467,-62.300453,-83.72094,2.9690607,2.0903926,-8.528685
2008-10-30,-38.892143,-26.711128,3.2262619,-5.1475987,-65.68193,-15.070071,3.61838,-68.56767,-84.47274,2.131957,1.874173,-8.743162
2008-10-31,-36.859097,-24.263073,3.431753,-5.6053557,-76.303314,-14.4671335,-0.072147354,-72.19228,-90.56405,-44.30721,2.0066304,-8.805653
2008-11-01,-37.38693,-25.381634,3.57804,-5.8903484,-76.40529,-12.657833,-5.7352805,-69.86736,-85.18685,-54.0552,-2.0988572,-8.086154
2008-11-02,-26.429878,-20.790815,3.5391586,-5.0998373,-75.07114,-12.131093,-4.1813664,-67.29535,-82.063515,-51.212414,-1.8452865,-8.089721
2008-11-03,-22.119757,-21.395874,3.9982655,-3.0825405,-75.0153,-12.07843,-3.672666,-65.17799,-79.62101,-51.91071,-1.7925055,-8.251378
2008-11-04,-22.914032,-17.095778,3.4298844,-2.79885,-76.39713,-13.492297,-2.726529,-61.950157,-61.777325,-61.74218,-1.6215816,-8.477901
2009-01-17,14.2852335,4.8101535,2.4537094,0.64250904,-41.341557,-7.551966,-14.952192,-49.38399,19.496824,-65.740425,-2.498513,-6.5962877
2009-01-18,12.058151,3.8678856,2.2523422,-2.414476,-33.68642,-5.111114,-14.231239,-48.821926,15.340357,3.1071675,-3.171296,-6.630662
2009-01-19,11.858929,3.8087547,2.3149374,-0.01288967,-34.25828,-5.4801693,-14.51435,-49.788662,15.176135,3.002005,-2.9248817,-6.6227527
2009-01-20,12.019767,3.8244598,2.2613142,-0.8431392,-34.078705,-5.4596086,-14.490179,-49.475204,15.362704,2.992909,-2.9248817,-6.630662
2009-01-21,12.055916,3.8244598,2.2613142,-1.0924077,-34.10633,-5.4596086,-14.490179,-49.225777,15.354022,2.992909,-2.9248817,-6.630662
2009-01-22,12.055916,3.8244598,2.2613142,-1.0924077,-34.10633,-5.4596086,-14.490179,-49.225777,15.354022,2.992909,-2.9248817,-6.630662
2009-01-23,11.583113,4.0486913,2.2613142,-0.5806686,-34.252968,-5.6945143,-14.488033,-48.760094,15.358186,2.5165682,-2.8093402,-6.623484
2009-01-24,12.179091,3.866879,2.2523422,-1.951448,-33.648438,-5.7388697,-14.216176,-48.830177,15.340357,3.1071675,-3.171296,-6.630662
2009-03-16,11.981665,3.9841166,2.2390237,-0.3067345,-34.66453,-5.250166,-14.504848,-49.89508,15.076813,2.8546512,-2.9248817,-5.6432447
2009-03-17,12.145174,3.8482516,1.5173918,-2.0208297,-33.414623,-4.8170004,-14.208339,-49.074875,15.017869,3.116081,-3.171296,-5.649395
2009-03-18,11.467832,3.831684,0.1415087,-2.1113641,-33.464733,-4.922692,-14.184199,-46.67271,15.718245,1.9770579,-3.0022933,-5.63786
2009-05-04,4.5454164,3.5277035,-12.833927,-3.6590478,-3.1775856,-8.764348,-15.602785,-49.424488,11.560349,-1.6272578,-5.942222,6.0868955
2009-05-05,3.0146258,3.3967888,0.4770018,0.36689427,15.7046795,-5.547499,-26.014711,-58.831238,9.525748,-1.5035499,-7.482835,6.590382
2009-05-06,2.463772,3.7962863,1.6995761,-0.34572574,22.153624,-4.985078,-33.104424,-62.837204,10.102726,-0.581591,-7.733754,6.2446103
2009-05-07,3.2121248,3.8709795,3.2556381,-3.5906112,21.663301,-4.8265014,-32.217793,-64.28025,9.915997,-1.122965,-8.110476,6.26815
2009-05-08,2.623155,3.8861926,3.2109308,-3.5698678,21.199833,-5.000066,-32.223038,-63.130657,10.020504,-1.1274912,-8.110476,6.2585626
2009-05-09,3.6715672,3.7966354,3.4118335,1.9548384,2.987501,-7.4146595,-18.962763,-57.24627,10.405992,-0.007882073,-7.6518373,6.5369816
2009-05-10,4.2237587,3.8440826,3.627377,-1.9936496,-7.3861456,-6.8254633,-17.337002,-55.862114,10.462858,0.88633233,-6.7397146,5.8722115
2009-05-11,8.994903,3.5398526,2.4802942,-2.0997822,-33.230118,-5.2218137,-15.935425,-52.5745,11.759594,2.4966986,-4.074084,5.5659847
2009-05-12,9.827216,3.4736161,3.0452125,-2.101177,-35.250683,-5.011086,-16.064175,-53.738026,12.862017,-0.44703087,-3.9246292,6.861726
2009-06-02,10.019067,3.4736161,2.9944036,-2.0887978,-34.376686,-6.0239744,-16.170368,-53.69942,13.48251,-0.2351016,-3.6930375,5.892375
2009-06-03,10.039355,3.3937454,3.2589695,-2.1048412,-34.079475,-5.988608,-16.006168,-53.578617,13.434025,2.7525845,-3.6930375,5.8604884
2009-06-04,9.356981,3.4758494,2.65724,-1.1213984,-33.050415,-6.290306,-16.30328,-53.08548,12.620925,2.5915809,-3.4466233,5.8833413
2009-06-05,10.155653,3.725233,-10.553281,-2.130177,-28.781796,-7.6711154,-14.941761,-45.91305,12.234994,1.3030616,-3.592766,5.40396
2009-06-22,2.3826952,4.0862823,3.2811975,0.7245936,22.53481,-5.238619,-34.321007,-58.77443,9.617426,-1.1533375,-8.22533,6.1973047
2009-06-23,3.8625457,3.940521,3.6895206,-4.196647,13.586218,-4.9151087,-25.272635,-63.521843,9.270042,-1.2479546,-8.375058,6.6868014
2009-06-24,3.2815125,3.6165235,3.6983984,-0.36152956,23.192657,-5.4079328,-32.006527,-62.87885,9.812114,-1.3692836,-8.22533,6.2161736
2009-06-25,8.072246,3.8118834,2.0022264,-2.711752,-19.34554,-5.9712696,-15.364142,-52.59946,9.673183,0.58554804,-6.3217206,5.898155
2009-06-26,4.3779635,3.5788674,-7.999809,1.4774216,0.61556387,-7.289313,-18.422335,-51.725445,11.489329,-0.8994029,-7.242007,6.3975873
2009-06-27,7.2976303,4.0059166,2.9107296,1.2741537,-20.126966,-5.950975,-17.185656,-53.45718,9.81055,0.91761005,-6.280306,5.8648133
2009-06-28,8.735627,4.0255165,0.9197459,1.243284,-32.54691,-5.2917676,-17.486853,-50.67752,11.416892,2.2857547,-4.174169,5.4129777
2009-06-29,9.031813,3.4552622,0.42043048,-2.6870408,-31.724554,-4.7369905,-15.88639,-49.21602,12.092319,0.9969471,-4.394501,5.376002
2009-06-30,8.471858,3.5721655,0.45544726,-2.1079013,-30.322948,-4.350484,-15.862744,-50.385155,11.306303,1.2332023,-4.394501,5.2332497
2009-07-01,10.248733,3.8250804,2.9647174,-3.795363,-25.41063,18.547377,-33.119408,-52.785492,10.227249,0.777227,-9.239315,7.3224525
2009-07-02,10.401469,3.5589662,2.3094382,-3.827951,-24.149353,18.30361,-32.16296,-52.378826,10.277933,0.18529527,-9.624381,7.304465
2009-07-03,8.10225,3.7139711,-8.824934,-2.7954805,-12.106405,21.19767,-32.8273,-49.587116,10.278854,0.105307214,-9.649229,7.5521626
2009-07-04,9.136294,4.144449,3.7102277,1.5426186,-21.160866,21.780514,-34.235916,-52.32744,8.923293,0.0384404,-7.548294,7.7599735
2009-07-05,4.134778,3.5739028,3.3160894,-2.6800525,-25.648478,-4.460243,-15.44198,-51.86116,10.687978,-0.074094884,-6.1833663,5.3142643
2009-07-06,3.101267,3.6992002,0.8144738,-4.3638077,-26.069122,12.173972,-26.679136,-51.89317,10.521889,0.89706534,-6.8530307,6.5924315
2009-07-07,4.517628,3.4728312,2.447933,-1.3717535,-30.32288,-4.8235903,-16.608297,-53.21381,10.407429,-1.4846183,-4.2748027,5.6992493
2009-07-08,5.140139,3.6412663,2.5549002,-0.54100823,-32.705997,-4.7191486,-16.161583,-53.844566,10.499077,-1.327001,-4.145495,5.679205
2009-07-09,4.972793,3.0005422,-7.9686007,0.5778678,-12.637484,11.439685,-27.548824,-50.73826,10.2852545,0.12658094,-6.9896817,7.1019845
2009-07-10,7.061774,3.883144,-7.661844,1.2127855,-21.62966,17.368528,-33.02743,-45.096638,9.658063,0.3377358,-6.7323117,7.609323
2009-07-11,3.530784,3.3638983,2.8977852,-1.3775533,-17.376085,11.959453,-27.749893,-48.23825,8.891014,-0.58749455,-7.758053,7.195806
2009-07-12,1.0827363,3.9989748,-0.7591665,1.700189,1.8348562,-5.834232,-17.41731,-51.35415,10.712009,-0.30633277,-8.242091,6.3049684
2009-07-13,1.9157346,4.2826586,-2.6313856,-2.965537,10.8014345,23.718376,-40.83234,-48.726215,9.286344,-1.7577641,-11.5210905,8.152276
2009-07-14,2.0460753,4.556394,3.6991253,0.7945129,14.744235,22.879942,-43.068043,-58.732006,8.900447,-0.7838112,-9.647258,8.551045
2009-07-15,1.9976214,3.7879763,3.981583,-1.2741162,1.8654865,-5.62611,-15.852877,-55.506752,10.455482,-0.21480422,-8.295552,6.520221
2009-07-16,4.880217,3.7009673,2.7503653,-2.3788161,-25.869547,-4.6086755,-14.870823,-51.69599,10.892756,0.30668047,-6.1019983,5.3083873
2009-07-17,3.624202,3.0117626,0.3818543,-0.5208151,-31.613894,-5.303722,-15.265031,-46.020416,10.15155,0.6838665,-4.3548446,5.29628
2009-07-18,3.6431396,3.9480548,2.5767748,1.4186537,-32.103752,-4.833888,-16.432142,-52.43203,9.907111,1.6488365,-4.6006947,5.3791065
2009-07-19,5.6975393,3.9281723,3.0598218,1.5592575,-34.534775,-4.825136,-16.348846,-53.280388,10.593858,-0.19919066,-4.471387,5.472569
2009-07-20,7.363662,3.7069416,-12.711524,-2.1554315,-26.725477,-6.769769,-13.560485,-39.63053,12.405776,1.3334762,-5.265064,4.997926
2009-07-21,5.8283067,4.2317386,1.4841585,1.8377054,-26.57723,-4.4962025,-16.216541,-42.92535,10.63529,1.315621,-5.546756,5.3988066
2009-07-22,7.7684283,4.125346,3.1102629,-2.106004,-25.907028,-5.578575,-15.016177,-48.975113,10.823849,0.4103105,-5.081787,5.457802
2009-07-23,1.6607147,3.8172238,-2.1570263,-2.1952906,-6.992677,-6.036858,-16.183653,-47.288227,10.803147,-0.35544202,-7.020159,6.148178
2009-07-24,0.50624645,3.0338478,-7.259544,-1.9557191,-1.4675921,-6.257476,-15.553506,-40.166077,11.836846,-0.9725824,-7.3070564,6.122932
2009-07-25,-0.41054899,3.4145932,3.277218,-4.4521084,0.51430583,-5.6919217,-14.975606,-49.40394,10.498339,-0.77575284,-8.671273,6.4790916
2009-07-26,-1.5301809,3.2159593,4.101931,1.0123695,16.459427,-4.83135,-22.052267,-57.42572,9.504265,-1.6275154,-8.361463,6.6238637
2009-07-27,2.348086,4.2176085,-16.360437,1.080345,-2.1373076,17.967073,-29.974422,-18.58422,9.674304,-1.0982994,-9.502362,8.065557
2009-07-28,6.7409105,2.303986,-0.10764309,0.12202492,8.986747,22.271322,-34.83538,-21.432821,8.081259,-0.23727655,-10.246393,8.313652
2009-07-29,-2.29491,1.8298918,2.0493193,1.2732515,22.648218,22.627075,-42.315693,-24.51173,10.07363,-0.24624133,-10.306918,7.8161497
2009-07-30,-17.75362,2.0100577,-27.012238,-5.139737,62.3684,23.117714,-59.181263,1.6748613,-8.941941,0.83342606,-10.892219,8.397388
2009-07-31,-12.234074,3.7190194,-18.518019,-0.67175925,70.10157,14.859907,-56.168354,59.132618,-6.4973245,-0.06544143,-5.9440637,10.396812
2009-08-01,-14.912473,4.57864,12.21853,-3.4371252,66.24734,16.470764,-61.905655,59.09001,-8.197106,0.36337894,5.9065833,12.230204
2009-08-02,-38.76997,3.349867,2.431373,-0.6175878,97.464134,25.96368,-63.206295,27.07281,-4.455755,-0.030632474,6.920389,10.311559
2009-08-03,35.239265,1.1311969,-1.0669042,-1.6311489,82.553154,24.28709,-63.084927,22.626068,-4.734055,-0.93138653,6.3881207,11.032126
2009-08-04,57.97428,3.2305782,11.048847,-2.188682,99.93743,21.45641,-57.62041,29.961082,-6.82791,-0.7539549,6.646191,12.0337105
2009-08-05,74.14207,-1.6376162,-34.03782,0.10684167,134.01326,6.9285364,-48.29147,72.00976,4.7890773,-1.9963039,2.0498822,13.173351
2009-08-06,71.809746,2.0247412,-1.9050306,-3.6055744,81.60834,9.423697,-50.013977,81.62377,8.849536,-2.7647674,3.8410149,14.554877
2009-08-07,45.96828,5.1050067,10.205835,-0.80253595,-6.819767,13.625763,-32.270878,75.37108,15.20411,-2.333416,5.956017,12.6961775
2009-08-08,50.732594,5.4681478,-12.762425,-0.4292964,27.795092,9.956759,-12.723616,62.720512,25.338999,-2.1448627,7.146151,12.948627
2009-08-09,51.325394,3.5475953,-0.035268918,-6.55707,30.671957,15.1700535,-15.810244,61.91887,21.513401,-0.5520906,7.939034,13.09214
2009-08-10,38.86204,5.7424903,9.843489,1.3627967,-0.9072852,24.065659,-19.815609,76.11775,18.983168,6.385457,8.537119,12.136183
2009-08-11,35.81019,2.7940664,-0.4786562,1.0504392,36.931614,19.078611,-21.359142,69.75565,24.662106,-2.267808,8.32233,12.935092
2009-08-12,38.222122,2.5461671,-3.709377,0.60300255,-11.61449,24.561615,-20.465055,80.92355,16.130684,17.782322,6.528753,11.717635
2009-08-13,34.146687,-1.946738,-12.125404,7.52464,25.12847,27.083872,-1.544292,110.62277,12.245032,78.73643,5.5491433,13.461557
2009-08-14,34.992825,-15.593813,-10.754321,-0.08165096,85.98258,17.452066,4.0467963,86.05989,16.276768,8.59385,5.1214576,14.124415
2009-08-15,30.52506,-27.872368,1.5890279,2.2162843,26.764282,19.149834,2.7592297,91.08041,20.601,5.0365963,6.1859202,12.739701
2009-08-16,27.37485,-28.321316,10.681488,2.2710984,-0.7456215,23.094656,6.315983,75.25465,18.600239,8.946467,5.694716,11.916949
2009-08-17,34.512005,-22.93006,-12.751223,1.2430272,94.49859,17.189053,8.119356,81.91716,8.351293,4.8044333,3.078015,13.073525
2009-08-18,35.936935,-17.644787,9.994935,1.4908834,98.7259,20.148478,12.559865,79.76523,14.212227,19.488558,3.700889,11.934386
2009-08-19,9.778988,-12.497214,7.645506,8.615415,23.382362,20.708399,6.848684,93.715706,1.0087938,74.3985,3.6367486,11.91583
2009-08-20,5.727073,-13.293915,-2.3877165,1.2509432,-12.497404,20.209953,4.3275967,98.107574,-5.1873245,12.382146,3.139409,11.538691
2009-08-21,-10.597744,-27.35554,6.9147696,1.552784,-43.621433,17.411623,8.6748295,72.26299,-20.132143,0.6700459,3.4852092,7.089146
2009-08-22,-13.598602,-35.327904,6.872643,2.699844,-53.411274,13.075793,7.843904,55.312527,-27.702417,6.4231944,3.034693,8.022019
2009-08-23,-8.061368,-35.89763,-1.2044128,1.8706546,-42.942974,25.37689,8.559971,47.141933,-17.681475,-43.397675,3.209521,8.579816
2009-08-24,3.1852229,-10.166878,-22.7078,-0.870432,-39.99157,19.436522,6.193614,79.82538,-14.922095,-33.69654,2.6804066,12.120696
2009-08-25,1.2412759,-15.102898,-0.36044234,1.4980247,-38.3055,22.806114,4.0765405,92.688156,-25.406525,0.09570934,2.6218286,10.710946
2009-08-26,-2.6914856,-17.009474,7.9881,-1.1419591,-39.221836,26.731209,10.689567,66.35749,-32.62359,0.8253504,4.2938366,9.615352
2009-08-27,-5.760418,-25.661226,-0.033283487,2.5328372,-38.248943,33.63693,9.089239,43.01883,-33.14949,7.622598,2.8423648,6.760965
2009-08-28,7.759745,-22.893684,-32.25217,-10.814614,96.7714,12.496329,1.0264755,93.8679,-10.647443,0.22782612,3.3044844,11.903003
2009-08-29,9.6511345,-35.090767,8.872806,-5.2506266,116.936714,37.968426,3.4215252,80.11249,-7.367436,-18.801304,3.732638,12.7670555
2009-08-30,4.4740434,-37.17596,10.871426,1.5213499,49.70567,55.370636,2.3268073,81.421715,-4.319685,-0.29704812,4.816458,8.972
2009-08-31,14.310079,-16.511005,-28.031004,3.0378945,108.88817,36.6857,23.403532,104.94726,-6.479181,-0.2403095,2.3090012,13.075911
2009-09-01,22.85612,-19.159819,3.6306741,3.5117912,122.14641,39.25173,35.23334,109.028984,-17.718775,-27.040268,4.1808386,1.4009995
2009-09-02,27.333324,-13.069295,6.4737835,1.7001257,125.610275,65.37902,24.137918,90.060974,-36.28722,-23.35401,5.744656,2.1451073
2009-09-03,20.74697,-18.509235,8.858453,1.6923006,49.73073,46.02538,8.57566,86.902504,-33.896484,-6.8692846,7.410981,0.8835369
2009-09-04,4.5660257,-15.2570095,0.74806684,-10.881717,-44.770542,47.554245,7.5303626,54.093906,-45.375595,-50.7021,6.223569,1.8902347
2009-09-05,17.743612,-11.288109,-22.267607,-1.3250123,-2.4770586,47.97379,2.819259,85.53285,-9.824556,-46.139565,6.532731,1.728719
2009-09-06,32.249557,-13.340113,-1.9197173,-0.856105,39.090706,55.564533,8.248274,95.46098,-0.68101895,-1.3396116,9.501979,1.0962394
2009-09-07,3.138933,-13.560504,7.750825,2.9584653,-41.24028,41.629463,11.647983,76.08085,-28.51386,6.4458914,5.8163137,1.2372136
2009-09-08,16.748539,-30.900042,-20.39572,-10.3848095,-25.794147,55.73029,3.7627687,79.38046,-13.353658,0.2190305,6.557272,0.5951474
2009-09-09,3.6170852,-35.21214,8.424021,0.1099423,-14.755423,39.900677,10.01825,62.7767,-11.188657,0.3153399,8.12964,0.4529904
2009-09-10,1.0599791,-41.375225,6.9931192,-2.0672927,-4.807152,40.686966,10.867595,34.523605,-14.454101,46.62707,7.697185,-1.4744265
2009-09-11,-10.431862,-56.45929,6.576812,-8.422927,-24.591822,44.757153,9.031725,25.579578,-25.390274,32.62091,4.013376,-1.532624
2009-09-12,-12.365967,-50.019306,5.088873,3.5426052,-40.913944,40.666977,12.068836,41.482727,-31.680016,2.4507291,5.4666553,-1.5988519
2009-09-13,-29.642935,-41.522293,5.5194817,4.194618,-63.469406,-9.329627,9.683572,27.70758,-59.03652,10.998135,4.0355,-0.024439499
2009-09-14,-19.126642,-41.133152,-20.407804,1.8034933,-45.477192,39.534756,11.520323,21.374798,-38.795372,34.97028,4.0334687,-0.80611926
2009-09-15,-51.65493,-40.612347,5.321201,-1.0937581,-61.02175,29.1552,3.5511367,21.631687,-43.507343,3.7218244,3.564466,-3.0087373
2009-09-16,-46.309685,-36.368553,-2.3309608,2.5523436,-55.50761,7.016932,8.632795,14.271309,-58.09379,-39.38852,4.3900127,0.1290676
2009-09-17,-37.31397,-35.900593,-0.9300277,-5.160256,-36.738197,5.385112,8.744462,6.0167856,-75.4691,-53.596863,3.922232,-0.18869168
2009-09-18,-28.977367,-37.396328,6.6234565,-3.3624005,-35.7297,5.0973163,7.9160357,23.419516,-65.705956,1.4078032,3.971001,-1.1154181
2009-09-19,-49.257538,-40.151825,4.757556,1.4473766,-33.284313,5.9266815,-6.2556505,-16.688679,-64.893,4.0144324,3.963112,-1.1758007
2009-09-20,-44.464104,-36.837105,0.831585,1.4854561,-39.218193,4.2223434,-6.7102914,-35.290955,-129.48227,-1.7249001,3.759339,-3.4432378
2009-09-21,-39.837933,-37.26344,6.3153524,1.9608662,-52.934826,-0.33946759,-7.870418,-49.793938,-122.19462,1.4700817,3.3169796,-3.226591
2009-09-22,-42.68493,-42.06834,-9.674602,3.0026748,-45.193455,21.917236,-3.5229638,-43.63915,-115.18316,-1.2072207,2.8421116,-3.8060737
2009-09-23,-47.687477,-36.426792,6.3991246,-3.6335065,-56.140114,-9.7900095,-0.8263598,-47.200485,-123.44651,-40.6665,1.8420587,-1.8121079
2009-09-24,-40.536335,-39.283512,-1.5602585,-4.896231,-59.906925,-12.393489,-3.8421543,-47.132515,-129.90982,-42.53735,1.9709332,-1.868515
2009-09-25,-35.300316,-33.46141,2.19184,-2.4731395,-55.1729,-7.561059,1.2399987,-54.797775,-93.35595,-48.979477,2.4154487,-1.0873603
2009-09-26,-33.516605,-34.771416,3.4554062,-2.4901903,-57.01885,-7.6674776,2.2591841,-59.391186,-83.67081,-48.47081,2.6282,-0.77005476
2009-09-27,-24.486094,-34.723324,3.1941278,2.2697413,-58.36017,-6.3077,-1.7609091,-57.384216,-78.11933,-35.28666,3.95867,0.24863362
2009-09-28,-35.303673,-36.888763,0.15642881,0.47789264,-50.414925,-8.804849,-1.7557039,-58.80676,-79.543,2.7924845,3.9790165,-1.4920137
2009-09-29,-24.18342,-34.820435,5.110837,-4.6469836,-59.65918,-7.4940553,-1.566891,-59.708138,-77.80363,-33.913895,3.719358,0.7147635
2009-09-30,-27.641918,-37.61472,1.9573635,3.4809806,-52.29754,-6.79295,-1.8191617,-60.87497,-72.340416,0.61153024,3.9785197,-0.90895003
2009-10-01,-28.180275,-33.083473,5.0158534,-2.3081253,-62.807552,-8.138945,-3.2329323,-59.03902,-74.36872,-40.5319,2.454911,-8.533548
2009-10-02,-25.240059,-33.43926,3.5012462,2.4964812,-75.259995,-7.823571,-4.21713,-59.79633,-76.70036,-52.483925,2.6672668,-8.388117
2009-10-03,-20.368286,-26.56734,0.37850827,-2.8375127,-67.93644,-11.537856,-0.85083973,-62.76337,-59.70864,-51.00399,2.6744316,-9.570677
2009-10-04,-5.0166636,-21.416388,-0.86656004,1.786121,-59.68779,-10.645541,1.6464703,-58.63022,-57.651962,-47.21018,4.8346972,-9.173413
2009-10-05,7.3736115,-22.608063,1.9916394,-3.924807,-60.982056,-11.515405,0.8621247,-57.781467,-50.463123,-41.783943,4.9763603,-9.5119
2009-10-06,8.346681,-19.841455,4.498025,-3.9466364,-59.71968,-13.930777,1.6022083,-58.367447,-47.54227,-31.704344,4.724106,-9.688254
2009-10-07,9.468044,-15.480863,0.39575568,0.1687496,-59.126987,-9.447498,0.7575412,-53.440456,-40.128128,-55.263866,4.6203203,-10.642954
2010-03-10,14.201291,5.3064914,2.900724,0.27962613,-41.693787,-6.8715725,-14.705252,-50.26585,19.562681,-66.34043,-2.8156073,-5.919088
2010-03-11,12.135174,3.5652177,2.1999288,-2.0208297,-33.872433,-4.922427,-14.211016,-48.79632,14.994544,3.1079361,-3.2419758,-5.649395
2010-03-23,12.188395,3.8044233,2.2089007,-1.3955066,-33.803383,-5.4472365,-14.470479,-48.945698,15.094036,2.7016726,-2.9955616,-5.651154
2010-03-24,12.241101,3.8446686,2.1999288,-2.4886842,-33.732765,-4.889942,-14.211539,-49.091644,15.124398,3.1153324,-3.171296,-5.651154
2010-03-26,11.729318,3.9729486,2.2390237,0.17505494,-34.61089,-5.2482557,-14.532532,-49.882378,14.987078,3.027169,-2.9248817,-5.6432447
2010-03-27,12.133132,3.8513405,2.1999288,-2.0208297,-33.93547,-4.9482493,-14.21134,-49.09134,15.023984,3.1079361,-3.171296,-5.649395
2010-03-28,11.977875,3.8925493,2.1606495,-2.0498805,-33.92079,-5.389989,-14.209433,-47.875584,15.012286,2.3958673,-3.055755,-5.649395
2010-05-05,3.5476131,3.191663,-3.2957444,-0.5684454,1.6782075,-7.0293193,-17.462006,-51.984356,11.065235,-0.60882676,-6.693858,6.402232
2010-05-06,-9.645897,3.2642038,-4.459467,-3.1321893,55.41496,-3.1836507,-46.733807,-63.997536,10.83986,0.0816682,-6.0424814,6.0846424
2010-05-07,-12.716052,3.7797234,1.8714482,1.4782298,68.21484,-5.987367,-49.08675,-65.70636,-5.296925,0.302277,-4.4419937,7.0155334
2010-05-08,-10.842829,3.2658377,4.0760465,-3.8357508,67.06063,-6.084205,-47.17662,-65.22071,-6.8053737,-0.90644425,-4.6130075,7.255635
2010-05-09,-11.070741,4.0781164,-2.5405502,-4.0565243,66.00815,-4.681971,-47.07951,-65.63216,-4.7806377,-0.5296338,-4.291925,6.550686
2010-05-10,3.8262463,3.7173839,3.0238695,-2.182199,-4.479077,-7.4690824,-17.423754,-55.505905,9.978893,-0.2302186,-6.676317,6.3243446
2010-05-11,5.1755233,3.5334845,2.6867955,-2.177131,-15.658599,-6.5753293,-17.590155,-52.04283,9.848237,-0.4190977,-6.6632586,5.8589826
2010-05-12,5.6201477,3.6800442,1.8107495,-2.3771896,-24.925955,-4.2988935,-15.949625,-53.004917,11.395465,1.2323974,-5.7731495,5.34481
2010-05-13,8.607308,3.508994,0.41975334,-2.1115048,-31.81757,-4.147565,-16.15185,-51.943626,12.234331,2.0433326,-4.486131,5.347272
2010-05-14,8.601556,3.5104213,3.031992,-2.1052275,-32.641037,-4.1815333,-16.236706,-53.91252,12.262769,2.2921946,-4.6294994,5.510341
2010-05-15,8.850881,3.5420623,2.4735694,-2.100773,-32.529877,-4.6212597,-16.128725,-52.895817,11.282885,2.316921,-4.6294994,5.4186993
2010-05-16,9.880664,3.4313607,1.872535,-2.1462717,-34.482445,-5.6657963,-15.838766,-51.714344,12.50252,2.103257,-3.816671,5.575572
2010-05-17,9.131466,3.2594376,2.6214666,-0.27890065,-35.070606,-6.0537777,-16.349392,-52.748142,12.691887,1.3726829,-3.6224,5.587968
2010-05-18,6.2036448,3.2046943,2.3712099,-2.2930858,-35.351902,-5.8695498,-15.903557,-50.896046,12.358472,1.3482242,-3.9601586,5.575572
2010-05-19,6.360901,3.2877505,2.9525478,-2.2337413,-35.67817,-5.6620617,-15.761638,-52.492226,12.969546,1.3770518,-3.908015,5.575572
2010-05-20,4.933581,2.841776,-2.0676444,-2.7219484,-34.181496,-5.2494793,-15.829614,-49.482647,13.205702,1.5478833,-3.8395889,5.4316945
2010-05-21,3.9595866,2.644115,0.9537335,-1.5120718,-35.32661,-5.431978,-15.8996105,-52.866035,12.883776,2.3480184,-3.7761407,5.572077
2010-05-22,4.92604,2.7623982,3.0123289,-2.192627,-35.308094,-4.978844,-15.819607,-54.460785,12.771302,2.3014984,-4.152864,5.575572
2010-05-23,4.4593515,2.8307586,-1.4816723,-2.1767418,-32.216835,-4.8531566,-15.717799,-51.66878,11.61223,2.4198556,-4.2412734,5.327391
2010-05-24,4.1804495,3.0923266,2.5134122,-2.0894558,-33.070827,-4.945208,-15.816134,-53.575077,10.074512,2.0634422,-4.327522,5.48147
2010-05-25,5.190099,3.4055047,0.49427807,-2.0611355,-29.829853,-4.712161,-15.943951,-52.10675,9.781677,-1.0848038,-4.067905,5.3316174
2010-05-26,4.675447,3.1002946,1.883564,0.075056896,-25.021923,-5.1655407,-16.337349,-52.278122,11.724404,-10.953478,-5.129925,9.618622
2010-05-31,8.500874,3.92567,1.7823435,0.8306529,-34.811634,-5.7814775,-18.083921,-52.030605,11.772575,-7.6586294,-3.5248427,9.759698
2010-06-01,9.303591,3.5606446,1.2730639,-2.5602965,-33.731472,-4.7672086,-16.001587,-52.048454,12.522757,-0.047158346,-3.77884,5.6039634
2010-06-15,8.838346,3.8078418,1.8454897,-2.871366,-24.624517,-4.858811,-15.9688,-52.2203,11.576239,-0.3681628,-5.217014,5.753969
2010-06-16,9.2713995,3.8599935,2.519705,0.37994742,-34.272255,-6.1399593,-17.748325,-52.74555,13.448443,2.5186255,-3.5963387,5.863297
2010-06-17,9.294688,3.4001696,2.4660563,-0.5254449,-34.418358,-6.0631332,-16.26546,-52.3125,13.491923,2.1228943,-3.4807978,5.5783806
